question_id,question_type,difficulty,question,gold_answer,flat_rag_answer,graphrag_answer,hybrid_rag_answer,flat_rag_score,graphrag_score,hybrid_rag_score,max_score,flat_rag_tokens,graphrag_tokens,hybrid_rag_tokens,flat_rag_time,graphrag_time,hybrid_rag_time,flat_rag_chunks,graphrag_triples,hybrid_rag_chunks,hybrid_rag_triples,flat_rag_sources,graphrag_entities,graphrag_top_triples,hybrid_rag_sources,hybrid_rag_entities,hybrid_rag_top_triples
E11,product,easy,What did Anthropic announce in May 2025 besides Claude 4?,In May 2025 Anthropic announced Claude 4 and introduced new API capabilities including the Model Context Protocol connector.,"In May 2025, besides announcing Claude 4, Anthropic also released Claude 4 Opus and Sonnet.","In May 2025, besides Claude 4, Anthropic announced new API capabilities, including the Model Context Protocol (MCP) connector.","In May 2025, besides announcing Claude 4, Anthropic also released Claude 4 Opus and Claude 4 Sonnet. This information is supported by the graph context and the original source passages, which both confirm the releases in that time frame.",1,4,1,4,1360,4739,6100,1.35,1.84,2.89,5,65,5,65,Anthropic,Anthropic|Claude 4|Claude,Anthropic--[RELEASED]-->Claude 4 Opus; Anthropic--[RELEASED]-->Claude 4 Sonnet; Anthropic--[RELEASED]-->Claude 4; Claude 4--[RELEASED]-->Anthropic; Anthropic--[HAS_MISSION]-->prohibits directly using Claude for domestic surveillance or in fully autonomous weapons,Anthropic p13 c0|Anthropic p9 c3|Anthropic p9 c2|Anthropic p4 c0|Anthropic p5 c0,Anthropic|Claude 4|Claude,Anthropic--[RELEASED]-->Claude 4 Opus; Anthropic--[RELEASED]-->Claude 4 Sonnet; Anthropic--[RELEASED]-->Claude 4; Claude 4--[RELEASED]-->Anthropic; Anthropic--[HAS_MISSION]-->prohibits directly using Claude for domestic surveillance or in fully autonomous weapons
E12,policy,medium,What sales restriction did Anthropic announce in September 2025?,"Anthropic said it would stop selling products to groups majority-owned by Chinese, Russian, Iranian, or North Korean entities because of national security concerns.","In September 2025, Anthropic announced that it would stop selling its products to groups that are majority-owned by Chinese, Russian, Iranian, or North Korean entities due to national security concerns.","In September 2025, Anthropic announced that it would stop selling its products to groups majority-owned by Chinese, Russian, Iranian, or North Korean entities due to national security concerns.","In September 2025, Anthropic announced that it would stop selling its products to groups that are majority-owned by Chinese, Russian, Iranian, or North Korean entities due to national security concerns.",5,5,5,5,1301,2688,3956,2.1,3.99,4.21,5,20,5,20,Anthropic,Anthropic,Anthropic--[PROVIDES]-->Anthropic Institute; Anthropic--[PROVIDES]-->Web Interface; Anthropic--[PROVIDES]-->API; Anthropic--[PROVIDES]-->Amazon Bedrock; Anthropic--[PROVIDES]-->iOS App,Anthropic p13 c3|Anthropic p2 c0|Anthropic p2 c2|Anthropic p9 c1|Anthropic p9 c4,Anthropic,Anthropic--[PROVIDES]-->Anthropic Institute; Anthropic--[PROVIDES]-->Web Interface; Anthropic--[PROVIDES]-->API; Anthropic--[PROVIDES]-->Amazon Bedrock; Anthropic--[PROVIDES]-->iOS App
E13,security,medium,How did hackers reportedly misuse Claude in November 2025?,"Anthropic said Chinese government-sponsored hackers used Claude to perform automated cyberattacks against around 30 global organizations, bypassing safeguards by pretending the activity was defensive testing.","The retrieved passages do not contain any information regarding hackers misusing Claude in November 2025. Therefore, I cannot provide an answer to your question.","Hackers sponsored by the Chinese government used Claude to perform automated cyberattacks against around 30 global organizations, bypassing Anthropic's safeguards by pretending it was for defensive testing.","In November 2025, hackers sponsored by the Chinese government reportedly misused Claude to perform automated cyberattacks against around 30 global organizations. They bypassed Anthropic's safeguards by pretending that the activities were for defensive testing.",0,4,4,4,1195,2632,3812,1.98,2.49,4.01,5,13,5,13,Anthropic,Claude|Report,Claude--[RELEASED]-->Claude Code; Claude--[RELEASED]-->Claude 3; Claude Code--[RELEASED]-->Claude Code; Claude--[USES]-->AI Assistant; Claude--[USES]-->Web Search API,Anthropic p5 c1|Anthropic p5 c0|Anthropic p15 c2|Anthropic p5 c2|Anthropic p13 c0,Claude|Report,Claude--[RELEASED]-->Claude Code; Claude--[RELEASED]-->Claude 3; Claude Code--[RELEASED]-->Claude Code; Claude--[USES]-->AI Assistant; Claude--[USES]-->Web Search API
E14,acquisition,easy,Why did Anthropic acquire Bun?,Anthropic acquired Bun in December 2025 to improve the speed and stability of Claude Code.,The retrieved passages do not contain any information regarding Anthropic acquiring Bun or the reasons for such an acquisition.,Anthropic acquired Bun to improve the speed and stability of Claude Code.,"Anthropic acquired Bun in December 2025 to improve the speed and stability of Claude Code, one of its products focused on AI coding. This acquisition was part of Anthropic's strategy to enhance its offerings in the AI development space.",0,2,3,3,1074,2719,3815,1.58,2.27,2.37,5,15,5,15,Anthropic,Anthropic|Bun,Anthropic--[RELEASED]-->Bun; Anthropic--[ACQUIRED]-->Bun; Anthropic--[PROVIDES]-->Anthropic Institute; Anthropic--[ACQUIRED]-->Millions Of Used Books; Anthropic--[ACQUIRED]-->Copyright Laws,Anthropic p4 c3|Anthropic p10 c3|Anthropic p14 c0|Anthropic p4 c1|Anthropic p2 c3,Anthropic|Bun,Anthropic--[RELEASED]-->Bun; Anthropic--[ACQUIRED]-->Bun; Anthropic--[PROVIDES]-->Anthropic Institute; Anthropic--[ACQUIRED]-->Millions Of Used Books; Anthropic--[ACQUIRED]-->Copyright Laws
E15,partnership,medium,What was Anthropic's Snowflake partnership?,Anthropic signed a multi-year $200 million partnership with Snowflake to make Claude models available through Snowflake's platform.,"In December 2025, Anthropic signed a multi-year partnership with Snowflake Inc. worth $200 million. This partnership made Anthropic's Claude models available through the Snowflake platform.","Anthropic signed a multi-year, $200 million partnership with Snowflake Inc.","Anthropic signed a multi-year partnership with Snowflake Inc. worth $200 million. This partnership aims to make Anthropic's AI model, Claude, available through the Snowflake platform.",3,2,3,3,1150,3202,4343,1.95,2.27,2.21,5,26,5,26,Anthropic,Anthropic|Snowflake,Anthropic--[PARTNERED_WITH]-->Snowflake Inc.; Anthropic--[INVESTED_IN]-->Google; Anthropic--[INVESTED_IN]-->Labs; John Schulman--[INVESTED_IN]-->Anthropic; Google--[INVESTED_IN]-->Anthropic,Anthropic p2 c0|Anthropic p4 c1|Anthropic p10 c1|Anthropic p2 c1|Anthropic p3 c0,Anthropic|Snowflake,Anthropic--[PARTNERED_WITH]-->Snowflake Inc.; Anthropic--[INVESTED_IN]-->Google; Anthropic--[INVESTED_IN]-->Labs; John Schulman--[INVESTED_IN]-->Anthropic; Google--[INVESTED_IN]-->Anthropic
E16,government,hard,How is Anthropic connected to Palantir and U.S. defense agencies?,In November 2024 Anthropic partnered with Palantir and AWS to provide Claude to U.S. intelligence and defense agencies; by February 2026 the corpus says Claude was the only AI model used in classified missions.,"Anthropic is connected to Palantir and U.S. defense agencies through a partnership that began in November 2024, aimed at providing the Claude model to these agencies. This partnership has evolved, leading to the development of a specialized model called ""Claude Gov,"" which was announced in June 2025 and is in use at multiple U.S. national security agencies as of that date. Additionally, as of February 2026, the Claude model is noted to be the only AI model used in classified missions, further solidifying its connection to U.S. defense efforts. Anthropic has also received significant contracts, including a $200 million contract from the Department of Defense (DoD) for military AI projects, alongside other tech companies.","Anthropic partnered with Palantir and Amazon Web Services in November 2024 to provide the Claude model to U.S. intelligence and defense agencies. As of June 2025, Anthropic announced a ""Claude Gov"" model, which was reported to be in use at multiple U.S. national security agencies. By February 2026, Anthropic's partnership with Palantir made Claude the only AI model used in classified missions.","Anthropic is connected to Palantir and U.S. defense agencies through a partnership that began in November 2024. During this partnership, Anthropic and Palantir, along with Amazon Web Services, aimed to provide the Claude model to U.S. intelligence and defense agencies. This collaboration notably positions Claude as a critical AI tool within the context of U.S. national security initiatives. By February 2026, Claude was reported to be the only AI model used in classified missions due to this partnership with Palantir. Furthermore, in July 2025, Anthropic received a $200 million contract for AI applications in the military, which further solidified its role in defense operations.",2,4,4,4,1287,4459,5650,2.34,4.75,3.76,5,60,5,60,Anthropic,Anthropic|Palantir|U.S. defense agencies|U.S.,"Anthropic--[PARTNERED_WITH]-->Palantir; Anthropic--[LOCATED_IN]-->San Francisco, California, U.S.; Anthropic--[INVESTED_IN]-->Google; Anthropic--[INVESTED_IN]-->Labs; John Schulman--[INVESTED_IN]-->Anthropic",Anthropic p5 c2|Anthropic p5 c0|Anthropic p5 c3|Anthropic p10 c4|Anthropic p15 c2,Anthropic|Palantir|U.S. defense agencies|U.S.,"Anthropic--[PARTNERED_WITH]-->Palantir; Anthropic--[LOCATED_IN]-->San Francisco, California, U.S.; Anthropic--[INVESTED_IN]-->Google; Anthropic--[INVESTED_IN]-->Labs; John Schulman--[INVESTED_IN]-->Anthropic"
E17,services,medium,List Microsoft's major services from the infobox.,"The corpus lists services including Edge, Azure, Bing, LinkedIn, Viva Engage, Microsoft 365, OneDrive, Dynamics 365, Outlook, GitHub, Microsoft Store, Windows Update, Game Pass, and Xbox network.","Microsoft's major services include:

- Azure
- Bing
- LinkedIn
- Viva Engage
- Microsoft 365
- OneDrive
- Dynamics 365
- Outlook
- GitHub
- Microsoft Store
- Windows Update
- Game Pass
- Xbox network","Microsoft's major services include:

- Edge
- Azure
- Bing
- LinkedIn
- Viva Engage
- Microsoft 365
- OneDrive
- Dynamics 365
- Outlook
- GitHub
- Microsoft Store
- Windows Update
- Game Pass
- Xbox network","Microsoft's major services include:

1. **Azure** - Cloud computing platform
2. **Bing** - Web search engine
3. **MSN** - Web portal
4. **Outlook.com** - Email service (formerly known as Hotmail)
5. **Microsoft Store** - Online store for Microsoft products
6. **Visual Studio** - Integrated development environment for software development
7. **Microsoft SQL Server** - Database software
8. **Dynamics 365** - Business applications suite

These services represent a range of consumer internet services and enterprise solutions offered by Microsoft.",5,5,2,5,1099,2798,3910,1.9,2.35,9.93,5,28,5,28,Microsoft,Microsoft,Microsoft--[PROVIDES]-->Azure; Microsoft--[PROVIDES]-->Windows Line Of Operating Systems; Microsoft--[PROVIDES]-->Microsoft Office And Microsoft 365 Suite; Microsoft--[RELEASED]-->Microsoft Mouse; Microsoft--[RELEASED]-->Microsoft Surface,Microsoft p2 c0|Microsoft p2 c1|Microsoft p7 c0|Microsoft p8 c1|Microsoft p2 c2,Microsoft,Microsoft--[PROVIDES]-->Azure; Microsoft--[PROVIDES]-->Windows Line Of Operating Systems; Microsoft--[PROVIDES]-->Microsoft Office And Microsoft 365 Suite; Microsoft--[RELEASED]-->Microsoft Mouse; Microsoft--[RELEASED]-->Microsoft Surface
E18,financial,easy,"What revenue, operating income, and net income does Microsoft report for 2025?","Microsoft reports US$281.7 billion revenue, US$128.5 billion operating income, and US$101.8 billion net income for 2025.","For the year 2025, Microsoft reports the following financial figures:
- Revenue: US$281.7 billion
- Operating income: US$128.5 billion
- Net income: US$101.8 billion","Microsoft reports a revenue of US$281.7 billion, an operating income of US$128.5 billion, and a net income of US$101.8 billion for 2025.","For the year 2025, Microsoft reports the following financial figures:

- **Revenue:** US$281.7 billion
- **Operating Income:** US$128.5 billion
- **Net Income:** US$101.8 billion",3,3,3,3,1227,4047,5238,1.79,2.26,2.6,5,51,5,51,Microsoft,Microsoft|Report,Microsoft--[HAS_REVENUE]-->largest software company by revenue; Microsoft--[HAS_NET_INCOME]-->three billionaires; Microsoft--[HAS_REVENUE]-->US$281.7 billion; Microsoft--[HAS_NET_INCOME]-->US$101.8 billion; Microsoft--[HAS_NET_INCOME]-->€497 million ($613 million),Microsoft p14 c1|Microsoft p2 c1|Microsoft p14 c0|Microsoft p2 c0|Microsoft p12 c0,Microsoft|Report,Microsoft--[HAS_REVENUE]-->largest software company by revenue; Microsoft--[HAS_NET_INCOME]-->three billionaires; Microsoft--[HAS_REVENUE]-->US$281.7 billion; Microsoft--[HAS_NET_INCOME]-->US$101.8 billion; Microsoft--[HAS_NET_INCOME]-->€497 million ($613 million)
E19,acquisition,medium,What major gaming acquisition did Microsoft complete in 2023?,"Microsoft acquired Activision Blizzard in an all-cash deal worth $68.7 billion, completed in 2023.",Microsoft completed the acquisition of Activision Blizzard in 2023.,"Microsoft completed the acquisition of Activision Blizzard, with the deal closing on October 13, 2023.","Microsoft completed the acquisition of Activision Blizzard in 2023. The deal was originally announced on January 18, 2022, in an all-cash transaction worth $68.7 billion, and it was finalized on October 13, 2023.",2,2,3,3,902,3222,4147,1.05,2.57,3.1,5,43,5,43,Microsoft,Microsoft,Microsoft--[ACQUIRED]-->Activision Blizzard; Microsoft--[PROVIDES]-->Microsoft Office And Microsoft 365 Suite; Microsoft--[RELEASED]-->Microsoft Mouse; Microsoft--[ACQUIRED]-->Skype; Microsoft--[ACQUIRED]-->Yammer,Microsoft p10 c2|Microsoft p9 c3|Microsoft p10 c3|Microsoft p1 c3|Microsoft p8 c1,Microsoft|gaming acquisition,Microsoft--[ACQUIRED]-->Activision Blizzard; Microsoft--[PROVIDES]-->Microsoft Office And Microsoft 365 Suite; Microsoft--[RELEASED]-->Microsoft Mouse; Microsoft--[ACQUIRED]-->Skype; Microsoft--[ACQUIRED]-->Yammer
E20,ai_org,medium,What happened between Microsoft and Inflection AI in March 2024?,"Inflection AI cofounders Mustafa Suleyman and Karen Simonyan left to start Microsoft AI, Microsoft acqui-hired nearly the 70-person workforce, and paid Inflection $650 million to license its technology.","In March 2024, the cofounders of Inflection AI, Mustafa Suleyman and Karen Simonyan, announced their departure from the company in order to join Microsoft, which involved Microsoft acqui-hiring nearly the entirety of Inflection AI's 70-person workforce. As part of this deal, Microsoft paid Inflection $650 million to license its technology.","In March 2024, Inflection AI's cofounders Mustafa Suleyman and Karen Simonyan announced their departure from the company in order to start Microsoft AI, with Microsoft acqui-hiring nearly the entirety of its 70-person workforce. As part of the deal, Microsoft paid Inflection $650 million to license its technology.","In March 2024, cofounders Mustafa Suleyman and Karen Simonyan of Inflection AI announced their departure from the company in order to start a new venture called Microsoft AI. Microsoft acqui-hired nearly the entirety of Inflection AI's 70-person workforce as part of this deal, which involved Microsoft paying Inflection $650 million to license its technology.",5,5,5,5,1065,4152,5153,6.97,4.91,6.24,5,53,5,53,Microsoft|OpenAI,Microsoft|Inflection AI|Inflection,Microsoft--[HAS_OWNERSHIP_SHARE]-->minority non-voting stake; Microsoft--[FOUNDED_BY]-->Bill Gates; Microsoft--[FOUNDED_BY]-->Paul Allen; Microsoft--[HAS_REVENUE]-->largest software company by revenue; Microsoft--[HAS_NET_INCOME]-->three billionaires,Microsoft p11 c1|Microsoft p11 c0|Microsoft p11 c3|OpenAI p4 c2|OpenAI p7 c1,Microsoft|Inflection AI|Inflection,Microsoft--[HAS_OWNERSHIP_SHARE]-->minority non-voting stake; Microsoft--[FOUNDED_BY]-->Bill Gates; Microsoft--[FOUNDED_BY]-->Paul Allen; Microsoft--[HAS_REVENUE]-->largest software company by revenue; Microsoft--[HAS_NET_INCOME]-->three billionaires
E21,chip,medium,What custom chips did Microsoft announce in November 2023?,"Microsoft announced Maia, a chip designed to run large language models, and Cobalt CPU, designed to power general cloud services on Azure.","In November 2023, Microsoft announced two new custom-designed computing chips: the Maia chip, designed to run large language models, and the Cobalt CPU, designed to power general cloud services on Azure.","Microsoft announced two custom-designed computing chips: the Maia chip, designed to run large language models, and the Cobalt CPU, designed to power general cloud services on Azure.","In November 2023, Microsoft announced two custom-designed computing chips: the Maia chip, designed to run large language models, and the Cobalt CPU, which is intended to power general cloud services on Azure.",4,4,4,4,906,3520,4398,1.57,1.83,2.64,5,47,5,47,Microsoft|Nvidia,Microsoft,Microsoft--[PROVIDES]-->Azure; Microsoft--[RELEASED]-->9 versions of MS-DOS; Microsoft--[RELEASED]-->13 versions of Windows; Microsoft--[RELEASED]-->Surface; Microsoft--[PROVIDES]-->Windows Line Of Operating Systems,Microsoft p11 c0|Nvidia p8 c4|Microsoft p9 c1|Microsoft p10 c4|Microsoft p9 c2,Microsoft,Microsoft--[PROVIDES]-->Azure; Microsoft--[RELEASED]-->9 versions of MS-DOS; Microsoft--[RELEASED]-->13 versions of Windows; Microsoft--[RELEASED]-->Surface; Microsoft--[PROVIDES]-->Windows Line Of Operating Systems
E22,financial,easy,What revenue and net income does Nvidia report for FY26?,Nvidia reports US$215.9 billion revenue and US$120.1 billion net income for FY26.,"For fiscal year 2026 (FY26), Nvidia reported a revenue of US$215 billion and a net income of US$120 billion.",Nvidia reports a revenue of US$215.9 billion and a net income of US$120.1 billion for FY26.,"For the fiscal year 2026 (FY26), Nvidia reports a revenue of **US$215.9 billion** and a net income of **US$120.1 billion**.",1,3,3,3,1309,3083,4379,1.24,1.88,4.94,5,22,5,22,Nvidia,Nvidia|FY26|Report|Dia,Nvidia--[HAS_MARKET_SHARE]-->first generation of Nvidia RTX; Nvidia--[HAS_REVENUE]-->US$130.4 billion; Nvidia--[HAS_NET_INCOME]-->US$120.1 billion; Nvidia--[HAS_REVENUE]-->$200 million; Nvidia Corporation--[HAS_REVENUE]-->US$215.9 billion,Nvidia p13 c2|Nvidia p2 c0|Nvidia p14 c0|Nvidia p13 c0|Nvidia p10 c0,Nvidia|FY26|Report|Dia,Nvidia--[HAS_MARKET_SHARE]-->first generation of Nvidia RTX; Nvidia--[HAS_REVENUE]-->US$130.4 billion; Nvidia--[HAS_NET_INCOME]-->US$120.1 billion; Nvidia--[HAS_REVENUE]-->$200 million; Nvidia Corporation--[HAS_REVENUE]-->US$215.9 billion
E23,products,medium,"What Nvidia product lines are described for gaming, professional, and cloud gaming uses?","The corpus mentions GeForce GPUs for gaming and creative workloads, professional GPUs for edge/scientific/industrial applications, Shield devices, GeForce Now cloud gaming, and Tegra mobile processors.","Nvidia's product lines described for gaming, professional, and cloud gaming uses include:

1. **GeForce** - This line is oriented towards consumer graphics processing products, primarily targeted for gaming and creative workloads.

2. **RTX** - This line comprises professional visual computing graphics processing products and has replaced the older GTX and Quadro lines.

3. **GeForce Now** - This is Nvidia's cloud gaming service that allows users to stream games from the cloud.","The Nvidia product lines described for gaming, professional, and cloud gaming uses are:

- GeForce GPUs for gaming and creative workloads
- Professional GPUs for edge computing, scientific research, and industrial applications
- Shield Portable, Shield Tablet, and Shield TV for gaming hardware
- GeForce Now for cloud gaming services","Nvidia has several product lines tailored for different usage scenarios, including:

1. **Gaming**:
   - **GeForce**: This line includes consumer-oriented graphics processing units (GPUs) designed for gaming and creative workloads. Some well-known products in this line are the GeForce RTX 2080 Ti, GTX 1080, and GTX 1070.

2. **Professional**:
   - **RTX**: This line serves professional visual computing needs and has replaced the previous GTX and Quadro branding. It focuses on high-performance graphics processing for applications such as AI, data science, and visual computing.
   - **Tesla**: This line consists of dedicated general-purpose GPUs used for high-end image generation applications in professional and scientific fields.

3. **Cloud Gaming**:
   - **GeForce Now**: This is Nvidia's cloud gaming service that allows users to stream games over the internet using Nvidia's powerful hardware.

These product lines reflect Nvidia's expansion from purely gaming-focused technologies into professional visual computing and cloud-based solutions.",2,3,2,4,1005,3337,4397,1.96,2.33,6.06,5,40,5,40,Nvidia,Nvidia|Dia,Nvidia--[HAS_MARKET_SHARE]-->first generation of Nvidia RTX; Nvidia--[RELEASED]-->Nvidia A100 GPU Accelerator; Nvidia--[RELEASED]-->Nvidia RTX A6000; Nvidia--[RELEASED]-->GeForce RTX 2080 Ti; Nvidia--[RELEASED]-->RTX Studio Laptops,Nvidia p1 c1|Nvidia p6 c0|Nvidia p1 c2|Nvidia p1 c3|Nvidia p15 c0,Nvidia|Dia,Nvidia--[HAS_MARKET_SHARE]-->first generation of Nvidia RTX; Nvidia--[RELEASED]-->Nvidia A100 GPU Accelerator; Nvidia--[RELEASED]-->Nvidia RTX A6000; Nvidia--[RELEASED]-->GeForce RTX 2080 Ti; Nvidia--[RELEASED]-->RTX Studio Laptops
E24,market,easy,When did Nvidia first surpass $4 trillion and $5 trillion in market capitalization?,The corpus says Nvidia became the first company to surpass US$4 trillion and US$5 trillion in market capitalization in 2025 amid AI data center demand.,"Nvidia first surpassed a market capitalization of $4 trillion on July 10, 2025. It then became the first company to reach a market capitalization of $5 trillion on October 29, 2025.","Nvidia first surpassed $4 trillion in market capitalization during the AI boom, and it became the first company to reach a market capitalization of $5 trillion on October 29, 2025.","Nvidia first surpassed $4 trillion in market capitalization on **July 10, 2025**. It later became the first company to reach a market capitalization of **$5 trillion** on **October 29, 2025**.",3,3,3,4,1235,3168,4370,2.28,1.77,7.16,5,30,5,30,Nvidia,Nvidia|Dia,Nvidia--[HAS_MARKET_SHARE]-->first generation of Nvidia RTX; Nvidia--[INVESTED_IN]-->Nebius; Nvidia--[INVESTED_IN]-->Anthropic; Nvidia--[INVESTED_IN]-->OpenAI; Nvidia--[RAISED]-->$2 billion,Nvidia p10 c0|Nvidia p10 c2|Nvidia p9 c2|Nvidia p14 c0|Nvidia p11 c3,Nvidia|Dia,Nvidia--[HAS_MARKET_SHARE]-->first generation of Nvidia RTX; Nvidia--[INVESTED_IN]-->Nebius; Nvidia--[INVESTED_IN]-->Anthropic; Nvidia--[INVESTED_IN]-->OpenAI; Nvidia--[RAISED]-->$2 billion
E25,product_demand,medium,What does the corpus say about Nvidia H100 demand and price in 2023-2024?,"Nvidia H100 GPUs were in very high demand; in January 2024 analysts estimated H100s sold for $25,000 to $30,000 each, while individual units cost over $40,000 on eBay.","The corpus indicates that demand for Nvidia's H100 GPUs was extremely high in 2023-2024. Major technology companies were purchasing tens or hundreds of thousands of these GPUs for their data centers, indicating a willingness to commit billions of dollars in capital expenditures for generative artificial intelligence projects. By February 2024, Nvidia was described as the ""hot employer"" in Silicon Valley, highlighting the relevance and importance of its products.

Regarding pricing, in January 2024, Nvidia was estimated to sell the H100 GPU in the range of $25,000 to $30,000 each. However, on eBay, individual H100 GPUs were noted to be listed at over $40,000. This discrepancy suggests a strong secondary market driven by high demand, further emphasizing the scarcity and value of these GPUs during that period.","In 2023, Nvidia's H100 GPUs were in such high demand that other tech giants were dependent on how Nvidia allocated supply. Larry Ellison of Oracle Corporation mentioned that he and Elon Musk ""were begging"" for H100s during a dinner with Nvidia's CEO, Jensen Huang. In January 2024, Raymond James Financial analysts estimated that Nvidia was selling the H100 GPU in the price range of $25,000 to $30,000 each, while on eBay, individual H100s cost over $40,000.","In 2023-2024, the demand for Nvidia's H100 GPUs was extremely high. According to reports, the H100 GPUs were in such demand that even major tech companies, including high-profile figures like Larry Ellison of Oracle Corporation, were negotiating for their availability. Ellison noted that during a dinner with Nvidia CEO Jensen Huang, he and others were ""begging"" for H100s due to the intense demand.

Regarding pricing, in January 2024, Raymond James Financial analysts estimated that the H100 GPU was selling in the range of $25,000 to $30,000 each. However, on platforms like eBay, individual H100 units were priced at over $40,000. This reflects not only the significant demand but also the substantial value associated with Nvidia's top-of-the-line GPUs in the market. 

Overall, these facts illustrate the strong market position and desirability of Nvidia's H100 GPUs during this period.",4,4,4,4,1274,3835,4908,3.11,3.42,3.53,5,44,5,43,Nvidia,Nvidia H100|Nvidia|Dia,Nvidia--[HAS_MARKET_SHARE]-->first generation of Nvidia RTX; Nvidia--[HAS_MARKET_SHARE]-->more than the combined value of all publicly traded companies in the United Kingdom; Nvidia--[HAS_MARKET_SHARE]-->5%; Nvidia--[HAS_MARKET_SHARE]-->80%; Nvidia--[HAS_MARKET_SHARE]-->92%,Nvidia p9 c1|Nvidia p9 c0|Nvidia p8 c4|Nvidia p10 c0|Nvidia p14 c0,Nvidia|H100|Dia,Nvidia--[RELEASED]-->H100 GPU; Nvidia--[HAS_MARKET_SHARE]-->first generation of Nvidia RTX; Nvidia--[HAS_MARKET_SHARE]-->more than the combined value of all publicly traded companies in the United Kingdom; Nvidia--[HAS_MARKET_SHARE]-->5%; Nvidia--[HAS_MARKET_SHARE]-->80%
E26,partnership,medium,How was Nvidia connected to Microsoft's Xbox in the early 2000s?,"Nvidia won the contract to develop graphics hardware for Microsoft's Xbox game console, including a $200 million advance.","Nvidia was connected to Microsoft's Xbox in the early 2000s by winning the contract to develop the graphics hardware for the console, which included a $200 million advance. This partnership marked a significant achievement for Nvidia, following the successful launch of their GeForce 2 GTS graphics card in the summer of 2000.","Nvidia was contracted to develop the graphics hardware for Microsoft's Xbox game console, which included a $200 million advance.","In the early 2000s, Nvidia was connected to Microsoft's Xbox through a significant contract to develop the graphics hardware for the Xbox game console, which included a $200 million advance. This partnership allowed Nvidia to supply essential graphics components for the Xbox, solidifying its role in the gaming hardware market. The initial stage of this collaboration took place around the time the GeForce 2 GTS shipped in the summer of 2000. Additionally, Nvidia's innovations and successful performance in the market, underscored by its release of the GeForce 256 (NV10)—the first product marketed expressly as a GPU—played a crucial role in earning the contract with Microsoft.",3,3,3,3,1029,3500,4577,1.82,3.1,6.71,5,42,5,42,Nvidia,Nvidia|Microsoft|Xbox|Dia,Nvidia--[INVESTED_IN]-->Microsoft's Xbox Game Console; Nvidia--[PARTNERED_WITH]-->Microsoft; Nvidia--[HAS_MARKET_SHARE]-->first generation of Nvidia RTX; Nvidia--[INVESTED_IN]-->Nebius; Nvidia--[INVESTED_IN]-->Anthropic,Nvidia p4 c3|Nvidia p4 c2|Nvidia p3 c3|Nvidia p8 c4|Nvidia p4 c4,Nvidia|Microsoft|Xbox|Dia,Nvidia--[INVESTED_IN]-->Microsoft's Xbox Game Console; Nvidia--[PARTNERED_WITH]-->Microsoft; Nvidia--[HAS_MARKET_SHARE]-->first generation of Nvidia RTX; Nvidia--[INVESTED_IN]-->Nebius; Nvidia--[INVESTED_IN]-->Anthropic
E27,antitrust,medium,"Which agencies investigated Nvidia, Microsoft, and OpenAI in 2024 and how were responsibilities split?","The FTC and DOJ began antitrust investigations. The FTC led investigations into Microsoft and OpenAI, while the DOJ handled Nvidia.","In 2024, the Federal Trade Commission (FTC) and the Justice Department (DOJ) conducted antitrust investigations into Nvidia, Microsoft, and OpenAI. The FTC was responsible for investigating Microsoft and OpenAI, while the DOJ handled the investigation into Nvidia.","The Federal Trade Commission (FTC) led the investigations into Microsoft and OpenAI, while the Department of Justice (DOJ) handled the investigations into Nvidia. The probes centered on the companies' conduct rather than mergers.","In 2024, the Federal Trade Commission (FTC) and the Justice Department (DOJ) investigated Nvidia, Microsoft, and OpenAI for their influence in the AI industry. The FTC led the investigations into Microsoft and OpenAI, while the DOJ was responsible for handling the investigation into Nvidia. The focus of these probes was on the companies' conduct rather than potential mergers.",5,5,5,5,1029,3174,4179,1.91,2.26,4.37,5,32,5,32,Nvidia|OpenAI,Nvidia|Microsoft|OpenAI|Dia,Nvidia--[INVESTED_IN]-->OpenAI; OpenAI--[INVESTED_IN]-->Nvidia; OpenAI--[INVESTED_IN]-->NVIDIA; Nvidia--[INVESTED_IN]-->Microsoft's Xbox Game Console; Nvidia--[ACQUIRED]-->OpenAI,Nvidia p9 c3|Nvidia p9 c0|Nvidia p9 c2|OpenAI p14 c3|Nvidia p6 c1,Nvidia|Microsoft|OpenAI|Dia,Nvidia--[INVESTED_IN]-->OpenAI; OpenAI--[INVESTED_IN]-->Nvidia; OpenAI--[INVESTED_IN]-->NVIDIA; Nvidia--[INVESTED_IN]-->Microsoft's Xbox Game Console; Nvidia--[ACQUIRED]-->OpenAI
